xI_actual,xI_real,xI_imag
0.000113578,-0.327706888,0.046347286
0.000113579,-0.379780916,0.026026881
0.00011358,-0.420156463,-0.003156829
0.000113581,-0.447218525,-0.039709688
0.000113582,-0.459911661,-0.081362501
0.000113583,-0.457825089,-0.125236659
0.000113584,-0.441190474,-0.168082693
0.000113585,-0.410894242,-0.206581865
0.000113586,-0.368380995,-0.237632217
0.000113587,-0.315561722,-0.258697576
0.000113588,-0.254698389,-0.267982433
0.000113589,-0.188297043,-0.264744876
0.00011359,-0.118928803,-0.249313161
0.000113591,-0.049141197,-0.223140441
0.000113592,0.018652619,-0.188668479
0.000113593,0.08224692,-0.149141948
0.000113594,0.139751072,-0.108278575
0.000113595,0.189558732,-0.069981355
0.000113596,0.230413342,-0.037914969
0.000113597,0.261428624,-0.015185471
0.000113598,0.282062542,-0.004017556
0.000113599,0.292135155,-0.005575034
0.0001136,0.291839168,-0.019793003
0.000113601,0.281713378,-0.045441804
0.000113602,0.262672606,-0.080188296
0.000113603,0.235955329,-0.120891391
0.000113604,0.203126986,-0.163836161
0.000113605,0.166027441,-0.205136774
0.000113606,0.126682673,-0.241072972
0.000113607,0.087239423,-0.268444091
0.000113608,0.049825148,-0.284824224
0.000113609,0.016413262,-0.288789866
0.00011361,-0.011263752,-0.279946595
0.000113611,-0.031893615,-0.258965092
0.000113612,-0.044675948,-0.227390073
0.000113613,-0.049360105,-0.187515678
0.000113614,-0.046291066,-0.142024153
0.000113615,-0.036374446,-0.09377817
0.000113616,-0.020978522,-0.045487189
0.000113617,-0.001799643,0.000490573
0.000113618,0.019309569,0.042353198
0.000113619,0.040552521,0.078923702
0.00011362,0.060382902,0.109654935
0.000113621,0.077658226,0.134553172
0.000113622,0.091757395,0.154052626
0.000113623,0.102709983,0.16880977
0.000113624,0.111087117,0.179518936
0.000113625,0.117982092,0.186755308
0.000113626,0.124788989,0.190805168
0.000113627,0.133020995,0.191623445
0.000113628,0.144055224,0.188837083
0.000113629,0.158842287,0.181803565
0.00011363,0.177710566,0.169758098
0.000113631,0.200190793,0.151994299
0.000113632,0.224943798,0.128054963
0.000113633,0.24978742,0.097933739
0.000113634,0.271866163,0.062187002
0.000113635,0.28784316,0.022022989
0.000113636,0.294294726,-0.02068887
0.000113637,0.288081059,-0.063494653
0.000113638,0.266725681,-0.103609184
0.000113639,0.228817358,-0.138010704
0.00011364,0.174289879,-0.163868781
0.000113641,0.104620644,-0.178716679
0.000113642,0.02283628,-0.18079103
0.000113643,-0.066558833,-0.16920082
0.000113644,-0.157945247,-0.144058272
0.000113645,-0.244921383,-0.106535242
0.000113646,-0.320931879,-0.058776775
0.000113647,-0.379772252,-0.003702229
0.000113648,-0.416245845,0.055213923
0.000113649,-0.426659947,0.114261998
0.00011365,-0.409252064,0.169852557
0.000113651,-0.364467524,0.218785359
0.000113652,-0.294967017,0.258578022
0.000113653,-0.20553019,0.287609232
0.000113654,-0.102661473,0.30524109
0.000113655,0.005946755,0.311793321
0.000113656,0.112048167,0.308435326
0.000113657,0.207605064,0.296994812
0.000113658,0.285485844,0.27967428
0.000113659,0.340142666,0.258782655
0.00011366,0.368103704,0.236420747
0.000113661,0.368319074,0.214240389
0.000113662,0.342221178,0.193269238
0.000113663,0.293568918,0.173787281
0.000113664,0.228107127,0.155376489
0.000113665,0.15293676,0.136974175
0.000113666,0.075807439,0.117095453
0.000113667,0.004388829,0.094030087
0.000113668,-0.054593141,0.066165175
0.000113669,-0.095973876,0.032236428
0.00011367,-0.116697985,-0.008455374
0.000113671,-0.116145941,-0.05583325
0.000113672,-0.096182567,-0.109009201
0.000113673,-0.060953147,-0.166259435
0.000113674,-0.016468991,-0.225138627
0.000113675,0.03005141,-0.282701312
0.000113676,0.070915837,-0.335745342
0.000113677,0.098834478,-0.381127407
0.000113678,0.107677947,-0.416083975
0.000113679,0.093203782,-0.438461707
0.00011368,0.053530188,-0.447033948
0.000113681,-0.010525232,-0.441549918
0.000113682,-0.09552777,-0.422859811
0.000113683,-0.19559888,-0.392832741
0.000113684,-0.303015008,-0.354183723
0.000113685,-0.408853867,-0.310289901
0.000113686,-0.503898268,-0.264854443
0.000113687,-0.579492666,-0.221604569
0.000113688,-0.628437719,-0.183945629
0.000113689,-0.645679832,-0.154688904
0.00011369,-0.628871216,-0.135784119
0.000113691,-0.578621623,-0.128161259
0.000113692,-0.498489892,-0.131665511
0.000113693,-0.394683691,-0.145057703
0.000113694,-0.275514797,-0.166177678
0.000113695,-0.150580235,-0.192107444
0.000113696,-0.029927231,-0.219426273
0.000113697,0.076930515,-0.24453249
0.000113698,0.161886058,-0.263989885
0.000113699,0.21899562,-0.274790457
0.0001137,0.24503366,-0.274636952
0.000113701,0.239748402,-0.262167781
0.000113702,0.205870696,-0.237070561
0.000113703,0.148787621,-0.200142602
0.000113704,0.075970531,-0.153259682
0.000113705,-0.003769304,-0.09919353
0.000113706,-0.081207866,-0.041460963
0.000113707,-0.147621676,0.015995656
0.000113708,-0.195651835,0.06910624
0.000113709,-0.22003715,0.114011899
0.00011371,-0.218146539,0.147405522
0.000113711,-0.190167328,0.166813127
0.000113712,-0.139104527,0.170866903
0.000113713,-0.070407741,0.159405792
0.000113714,0.008601676,0.133606367
0.000113715,0.089476216,0.095904784
0.000113716,0.163578212,0.049845978
0.000113717,0.222929805,-0.000120429
0.000113718,0.261046674,-0.049026252
0.000113719,0.273626251,-0.091750654
0.00011372,0.258965984,-0.123448384
0.000113721,0.218147924,-0.13998296
0.000113722,0.154942896,-0.138314293
0.000113723,0.07540688,-0.116827538
0.000113724,-0.012695665,-0.075528083
0.000113725,-0.100692055,-0.016133058
0.000113726,-0.179814206,0.057962363
0.000113727,-0.24209003,0.141935824
0.000113728,-0.281095382,0.229820477
0.000113729,-0.292531951,0.314990874
0.00011373,-0.274619099,0.390687713
0.000113731,-0.228227663,0.450565226
0.000113732,-0.156707313,0.489275103
0.000113733,-0.065538028,0.502919697
0.000113734,0.038255773,0.489474748
0.000113735,0.146808698,0.448996371
0.000113736,0.252168376,0.383711405
0.000113737,0.347033715,0.297875182
0.000113738,0.425366749,0.197506257
0.000113739,0.482883048,0.089908844
0.00011374,0.517294222,-0.016916569
0.000113741,0.528356536,-0.114880349
0.000113742,0.517727611,-0.196485729
0.000113743,0.488550706,-0.255476162
0.000113744,0.445024915,-0.287335181
0.000113745,0.391820901,-0.289650283
0.000113746,0.333492297,-0.262360316
0.000113747,0.274013944,-0.207704064
0.000113748,0.216353153,-0.13006247
0.000113749,0.16229108,-0.035560292
0.00011375,0.112327601,0.06844705
0.000113751,0.065842634,0.173963178
0.000113752,0.021343728,0.273062778
0.000113753,-0.023119307,0.358469072
0.000113754,-0.06954352,0.424153503
0.000113755,-0.119509253,0.465739997
0.000113756,-0.173841838,0.480827695
0.000113757,-0.232336025,0.469037297
0.000113758,-0.293649196,0.431953687
0.000113759,-0.355351355,0.372908884
0.00011376,-0.414154385,0.296542826
0.000113761,-0.466259891,0.208397945
0.000113762,-0.507764063,0.114373961
0.000113763,-0.535167934,0.020214311
0.000113764,-0.545818776,-0.068910039
0.000113765,-0.538273105,-0.14877112
0.000113766,-0.512545075,-0.216319149
0.000113767,-0.470198296,-0.26977467
0.000113768,-0.414252046,-0.308612772
0.000113769,-0.348933146,-0.333369994
0.00011377,-0.279236103,-0.345471867
0.000113771,-0.210501308,-0.346862081
0.000113772,-0.147811701,-0.339757475
0.000113773,-0.095507707,-0.326319468
0.000113774,-0.0567249,-0.308423433
0.000113775,-0.03310829,-0.287492627
0.000113776,-0.024627201,-0.264425079
0.000113777,-0.029663827,-0.239616217
0.000113778,-0.045156013,-0.213028621
0.000113779,-0.067016274,-0.184370338
0.00011378,-0.09058476,-0.15326462
0.000113781,-0.111146996,-0.119465923
0.000113782,-0.124506868,-0.083012122
0.000113783,-0.127406887,-0.044361015
0.000113784,-0.117900152,-0.004451148
0.000113785,-0.095554879,0.035320933
0.000113786,-0.061460362,0.073160375
0.000113787,-0.018100512,0.107043786
0.000113788,0.030988534,0.134909452
0.000113789,0.081594291,0.154859771
0.00011379,0.129360455,0.165358559
0.000113791,0.170237244,0.165443969
0.000113792,0.200995222,0.154821557
0.000113793,0.219515527,0.133917611
0.000113794,0.225034235,0.103907446
0.000113795,0.218198531,0.066576754
0.000113796,0.200917864,0.024204949
0.000113797,0.176154028,-0.020667001
0.000113798,0.147509079,-0.065418897
0.000113799,0.118814052,-0.107612675
0.0001138,0.093652085,-0.145195367
0.000113801,0.074938704,-0.17662839
0.000113802,0.064602711,-0.201021903
0.000113803,0.063398172,-0.218140971
0.000113804,0.070812977,-0.228383705
0.000113805,0.085215357,-0.232683552
0.000113806,0.104030841,-0.232371782
0.000113807,0.124152803,-0.228981658
0.000113808,0.142304069,-0.224091316
0.000113809,0.155483595,-0.219117133
0.00011381,0.161337115,-0.21520465
0.000113811,0.15850319,-0.213089455
0.000113812,0.146747239,-0.213084939
0.000113813,0.127029981,-0.215098715
0.000113814,0.101414946,-0.218630256
0.000113815,0.072805534,-0.222934497
0.000113816,0.044619029,-0.227148168
0.000113817,0.02037966,-0.230385003
0.000113818,0.003278603,-0.231897558
0.000113819,-0.004207286,-0.231195827
0.00011382,-0.000638458,-0.228084513
0.000113821,0.014217258,-0.222749744
0.000113822,0.039287261,-0.21569345
0.000113823,0.072309429,-0.207719717
0.000113824,0.110053785,-0.199795216
0.000113825,0.148669154,-0.192982042
0.000113826,0.184057838,-0.188298591
0.000113827,0.212351132,-0.186580033
0.000113828,0.230303006,-0.188393932
0.000113829,0.235650462,-0.193961495
0.00011383,0.227334216,-0.203103459
0.000113831,0.20561452,-0.215283593
0.000113832,0.17206198,-0.229575451
0.000113833,0.129349174,-0.244781777
0.000113834,0.080972102,-0.25953357
0.000113835,0.03090146,-0.272335109
0.000113836,-0.016857266,-0.281730542
0.000113837,-0.058669092,-0.286385874
0.000113838,-0.091615376,-0.285179357
0.000113839,-0.113803305,-0.277242599
0.00011384,-0.124459512,-0.262028218
0.000113841,-0.124049429,-0.239318304
0.000113842,-0.114088557,-0.209200478
0.000113843,-0.096988622,-0.172078188
0.000113844,-0.075732863,-0.128599787
0.000113845,-0.053509204,-0.079658138
0.000113846,-0.033396289,-0.026321746
0.000113847,-0.017946222,0.030194921
0.000113848,-0.009007344,0.088537754
0.000113849,-0.007497004,0.147274153
0.00011385,-0.013351635,0.204903015
0.000113851,-0.025583584,0.259881933
0.000113852,-0.042453713,0.310691521
0.000113853,-0.061703107,0.355816788
0.000113854,-0.080834167,0.393903517
0.000113855,-0.097449092,0.423736188
0.000113856,-0.109516445,0.444395274
0.000113857,-0.11564821,0.455285809
0.000113858,-0.115211452,0.456244636
0.000113859,-0.108412345,0.447614623
0.00011386,-0.096253467,0.430240895
0.000113861,-0.080409032,0.405512087
0.000113862,-0.062949224,0.375306802
0.000113863,-0.046158818,0.341916672
0.000113864,-0.032178406,0.30790303
0.000113865,-0.022773996,0.275949324
0.000113866,-0.019082243,0.248644926
0.000113867,-0.021494211,0.228287266
0.000113868,-0.029562719,0.216667544
0.000113869,-0.042057373,0.214917662
0.00011387,-0.057090645,0.223322392
0.000113871,-0.07234562,0.241310026
0.000113872,-0.085329078,0.267408972
0.000113873,-0.093682492,0.299313571
0.000113874,-0.09543953,0.33409284
0.000113875,-0.089332644,0.368364892
0.000113876,-0.074918603,0.398595947
0.000113877,-0.052705542,0.421372169
0.000113878,-0.024154208,0.433764002
0.000113879,0.008442308,0.433536991
0.00011388,0.042143442,0.419443163
0.000113881,0.073622357,0.391323418
0.000113882,0.099486545,0.350184068
0.000113883,0.116603417,0.298144524
0.000113884,0.122410299,0.23828546
0.000113885,0.115183021,0.17441588
0.000113886,0.094225475,0.110711431
0.000113887,0.059967881,0.051428802
0.000113888,0.013990118,0.000458139
0.000113889,-0.041085599,-0.038996389
0.00011389,-0.101767087,-0.064721819
0.000113891,-0.163948874,-0.075713051
0.000113892,-0.223252711,-0.072288649
0.000113893,-0.275298895,-0.056061771
0.000113894,-0.316069106,-0.029836606
0.000113895,-0.342206916,0.002645267
0.000113896,-0.35124158,0.037045008
0.000113897,-0.341747497,0.068770008
0.000113898,-0.313488373,0.093450311
0.000113899,-0.267357785,0.107296772
0.0001139,-0.205354556,0.107471871
0.000113901,-0.130399149,0.092337533
0.000113902,-0.046161782,0.061657312
0.000113903,0.043219286,0.016608821
0.000113904,0.133400545,-0.040275685
0.000113905,0.220056608,-0.105340396
0.000113906,0.299208463,-0.174051495
0.000113907,0.367400025,-0.241438519
0.000113908,0.421905517,-0.302410061
0.000113909,0.460824362,-0.352266742
0.00011391,0.483200173,-0.387012443
0.000113911,0.488989485,-0.403661081
0.000113912,0.479045035,-0.400501148
0.000113913,0.455000987,-0.377183994
0.000113914,0.419155693,-0.334707836
0.000113915,0.374286024,-0.275350299
0.000113916,0.323439195,-0.202425358
0.000113917,0.269741966,-0.120019749
0.000113918,0.216213456,-0.032689831
0.000113919,0.165528539,0.054929505
0.00011392,0.119914627,0.138399082
0.000113921,0.081019641,0.213795253
0.000113922,0.049808196,0.277922369
0.000113923,0.02658005,0.328487953
0.000113924,0.010982346,0.364128186
0.000113925,0.002104081,0.384464236
0.000113926,-0.001388803,0.389937112
0.000113927,-0.001118942,0.381763811
0.000113928,0.0012142,0.361669256
0.000113929,0.004012576,0.331786508
0.00011393,0.005929344,0.29437522
0.000113931,0.006025398,0.251713393
0.000113932,0.003846207,0.205939701
0.000113933,-0.000515977,0.158941254
0.000113934,-0.006476531,0.112308301
0.000113935,-0.013028727,0.067341245
0.000113936,-0.018889965,0.025054326
0.000113937,-0.022654498,-0.013803062
0.000113938,-0.023009548,-0.048620816
0.000113939,-0.018939793,-0.078920109
0.00011394,-0.009845909,-0.104276837
0.000113941,0.004279293,-0.12426667
0.000113942,0.022810846,-0.138499297
0.000113943,0.044522925,-0.146586721
0.000113944,0.067650239,-0.148173282
0.000113945,0.090056956,-0.142999302
0.000113946,0.109471703,-0.13097482
0.000113947,0.123706291,-0.11221829
0.000113948,0.130940349,-0.087110109
0.000113949,0.129957412,-0.056339302
0.00011395,0.12031208,-0.020921533
0.000113951,0.102476026,0.017805331
0.000113952,0.077830462,0.058230507
0.000113953,0.048609649,0.098510944
0.000113954,0.017725851,0.136672762
0.000113955,-0.01150205,0.170726198
0.000113956,-0.035648619,0.198729481
0.000113957,-0.051550093,0.21897425
0.000113958,-0.056621465,0.230045613
0.000113959,-0.049141385,0.230936771
0.00011396,-0.02850378,0.221122526
0.000113961,0.004704221,0.200644423
0.000113962,0.048704905,0.170082776
0.000113963,0.100632965,0.130595378
0.000113964,0.156836545,0.083840943
0.000113965,0.213148319,0.031959807
0.000113966,0.265317633,-0.022588123
0.000113967,0.309415134,-0.077089789
0.000113968,0.342183462,-0.128766645
0.000113969,0.361404077,-0.174874612
0.00011397,0.366059469,-0.212899197
0.000113971,0.356458959,-0.240684742
0.000113972,0.334157605,-0.256570842
0.000113973,0.301790613,-0.259488584
0.000113974,0.262780714,-0.249046997
0.000113975,0.220964694,-0.225566045
0.000113976,0.180163801,-0.19008226
0.000113977,0.14376427,-0.144267064
0.000113978,0.114380197,-0.090372989
0.000113979,0.093573513,-0.031084033
0.00011398,0.081677327,0.030670753
0.000113981,0.077822614,0.091843281
0.000113982,0.080020531,0.149510507
0.000113983,0.085474321,0.20103004
0.000113984,0.090872234,0.244221632
0.000113985,0.092846306,0.277463561
0.000113986,0.088336545,0.299841643
0.000113987,0.075059221,0.311116461
0.000113988,0.051739114,0.311764537
0.000113989,0.018328762,0.302871771
0.00011399,-0.023923096,0.286044627
0.000113991,-0.072580554,0.263235193
0.000113992,-0.12424652,0.236581365
0.000113993,-0.17489697,0.20822803
0.000113994,-0.220293306,0.180152313
0.000113995,-0.256453078,0.153996275
0.000113996,-0.280043031,0.130995883
0.000113997,-0.288771581,0.111874653
0.000113998,-0.281633408,0.096830529
0.000113999,-0.259056362,0.085620396
0.000114,-0.222856448,0.077564194
0.000114001,-0.176102128,0.071693195
0.000114002,-0.122806745,0.066896514
0.000114003,-0.067552699,0.062021135
0.000114004,-0.015052298,0.05603426
0.000114005,0.030322448,0.04812695
0.000114006,0.064912211,0.037779931
0.000114007,0.086130085,0.024832035
0.000114008,0.092721718,0.009470347
0.000114009,0.084793093,-0.007830607
0.00011401,0.06380541,-0.026317191
0.000114011,0.03240596,-0.045088778
0.000114012,-0.005860705,-0.063164733
0.000114013,-0.0468776,-0.079596145
0.000114014,-0.086372888,-0.093528855
0.000114015,-0.120300558,-0.104259927
0.000114016,-0.145164201,-0.111308246
0.000114017,-0.158325387,-0.114356174
0.000114018,-0.158144487,-0.113295784
0.000114019,-0.144096779,-0.108161381
0.00011402,-0.116719702,-0.099102686
0.000114021,-0.077506139,-0.086325314
0.000114022,-0.028714025,-0.070070968
0.000114023,0.02688291,-0.050617705
0.000114024,0.086249657,-0.028221805
0.000114025,0.146318518,-0.003209622
0.000114026,0.204241459,0.024050616
0.000114027,0.257541283,0.053058543
0.000114028,0.304223723,0.083187446
0.000114029,0.342851265,0.113610575
0.00011403,0.372524455,0.143328926
0.000114031,0.39286076,0.171172786
0.000114032,0.403912847,0.19586786
0.000114033,0.406115058,0.216092525
0.000114034,0.400178567,0.230660308
0.000114035,0.387051109,0.238560948
0.000114036,0.367832027,0.239147998
0.000114037,0.343782471,0.232230279
0.000114038,0.316259307,0.218152964
0.000114039,0.286727616,0.197860102
0.00011404,0.256731564,0.172830144
0.000114041,0.227833637,0.145022866
0.000114042,0.201599428,0.116727154
0.000114043,0.179474894,0.090353061
0.000114044,0.16271058,0.068215366
0.000114045,0.152256535,0.052278274
0.000114046,0.148625865,0.043930686
0.000114047,0.15182226,0.043786251
0.000114048,0.161247937,0.051559419
0.000114049,0.175719148,0.06601235
0.00011405,0.193451503,0.085025492
0.000114051,0.212195657,0.105701644
0.000114052,0.229376136,0.124650297
0.000114053,0.242286925,0.138259392
0.000114054,0.248349625,0.143063821
0.000114055,0.245321356,0.136095978
0.000114056,0.231566563,0.115245361
0.000114057,0.206230599,0.079508405
0.000114058,0.169343939,0.02920386
0.000114059,0.121920908,-0.033959261
0.00011406,0.065867885,-0.106952577
0.000114061,0.003883591,-0.185610837
0.000114062,-0.060764622,-0.264909448
0.000114063,-0.124533759,-0.339378965
0.000114064,-0.183855632,-0.403546968
0.000114065,-0.235507234,-0.452411468
0.000114066,-0.276852817,-0.481894352
0.000114067,-0.306096398,-0.489195053
0.000114068,-0.322394767,-0.473058598
0.000114069,-0.325920793,-0.433959754
0.00011407,-0.317811435,-0.374047027
0.000114071,-0.299992355,-0.297004712
0.000114072,-0.275007875,-0.207781095
0.000114073,-0.245665732,-0.112166543
0.000114074,-0.214810825,-0.016352968
0.000114075,-0.184976671,0.073581785
0.000114076,-0.158202186,0.152145435
0.000114077,-0.135817882,0.214874944
0.000114078,-0.118360778,0.25861906
0.000114079,-0.105612686,0.281783628
0.00011408,-0.096663856,0.284387431
0.000114081,-0.09011217,0.267964788
0.000114082,-0.084280194,0.235386143
0.000114083,-0.077474144,0.190540506
0.000114084,-0.068222242,0.13794575
0.000114085,-0.0554526,0.082333944
0.000114086,-0.03870966,0.028228143
0.000114087,-0.018127998,-0.020418412
0.000114088,0.005529885,-0.06051064
0.000114089,0.030993259,-0.09006348
0.00011409,0.056695748,-0.10822493
0.000114091,0.080929897,-0.115307349
0.000114092,0.102125745,-0.112629022
0.000114093,0.119055795,-0.102317327
0.000114094,0.13103091,-0.087014844
0.000114095,0.137970604,-0.069610145
0.000114096,0.140443996,-0.052924228
0.000114097,0.139653153,-0.039422603
0.000114098,0.137205753,-0.031018716
0.000114099,0.134973587,-0.028915962
0.0001141,0.134837311,-0.033532743
0.000114101,0.138403939,-0.044541238
0.000114102,0.146771444,-0.0609098
0.000114103,0.160386266,-0.081086003
0.000114104,0.178899071,-0.103162975
0.000114105,0.201164194,-0.125065783
0.000114106,0.225332839,-0.14479662
0.000114107,0.249023856,-0.160583493
0.000114108,0.269548965,-0.171047333
0.000114109,0.284247023,-0.175302017
0.00011411,0.290742937,-0.172985089
0.000114111,0.287289215,-0.164281165
0.000114112,0.272907219,-0.149846458
0.000114113,0.247626133,-0.130749384
0.000114114,0.212481026,-0.108317312
0.000114115,0.169447325,-0.08404322
0.000114116,0.121314715,-0.059410322
0.000114117,0.071409664,-0.035793182
0.000114118,0.023284655,-0.014352574
0.000114119,-0.01956926,0.00405051
0.00011412,-0.054110667,0.01891872
0.000114121,-0.077992242,0.030129044
0.000114122,-0.089790478,0.037885131
0.000114123,-0.089120618,0.042746346
0.000114124,-0.076676906,0.045511509
0.000114125,-0.05410068,0.047145102
0.000114126,-0.023845577,0.048704397
0.000114127,0.011083621,0.051239466
0.000114128,0.04741274,0.055700624
0.000114129,0.081924857,0.06285219
0.00011413,0.111716083,0.073215165
0.000114131,0.134434427,0.087004346
0.000114132,0.14845093,0.104106477
0.000114133,0.152950479,0.124085076
0.000114134,0.147933369,0.146194922
0.000114135,0.134110054,0.169421916
0.000114136,0.112815972,0.192572186
0.000114137,0.085789493,0.214316891
0.000114138,0.055013858,0.233340795
0.000114139,0.022509663,0.248407202
0.00011414,-0.009828806,0.258470698
0.000114141,-0.040336534,0.262768794
0.000114142,-0.067649745,0.260900424
0.000114143,-0.090719165,0.252856066
0.000114144,-0.10882183,0.23903701
0.000114145,-0.121458023,0.220268938
0.000114146,-0.128330559,0.197721015
0.000114147,-0.129242969,0.172834326
0.000114148,-0.124106279,0.147249256
0.000114149,-0.112883044,0.122632119
0.00011415,-0.095631819,0.10057961
0.000114151,-0.072554271,0.082509026
0.000114152,-0.044088787,0.069502041
0.000114153,-0.010956036,0.062267739
0.000114154,0.025730278,0.061043273
0.000114155,0.064443941,0.065600025
0.000114156,0.103221594,0.075245869
0.000114157,0.139739954,0.088906219
0.000114158,0.17143937,0.105165876
0.000114159,0.195697285,0.122437844
0.00011416,0.21000766,0.139053152
0.000114161,0.212301474,0.153418299
0.000114162,0.201139548,0.164136562
0.000114163,0.175932739,0.170112719
0.000114164,0.137112618,0.170635463
0.000114165,0.086184294,0.165472691
0.000114166,0.02571234,0.154810154
0.000114167,-0.040800254,0.139313547
0.000114168,-0.109164143,0.119991666
0.000114169,-0.174805622,0.098172624
0.00011417,-0.233133721,0.075344029
0.000114171,-0.279935653,0.053041733
0.000114172,-0.311750995,0.032731135
0.000114173,-0.326220783,0.015652561
0.000114174,-0.322277872,0.002741637
0.000114175,-0.300323373,-0.005473775
0.000114176,-0.26217986,-0.008934454
0.000114177,-0.210985029,-0.008027439
0.000114178,-0.150930608,-0.003608212
0.000114179,-0.086916687,0.003100742
0.00011418,-0.024127672,0.010575648
0.000114181,0.032360271,0.017139699
0.000114182,0.078052107,0.021131895
0.000114183,0.109340349,0.021021573
0.000114184,0.123800849,0.015592315
0.000114185,0.120338747,0.004087425
0.000114186,0.099228629,-0.013671536
0.000114187,0.062033569,-0.037243574
0.000114188,0.011412282,-0.065460658
0.000114189,-0.049149412,-0.096557996
0.00011419,-0.115651162,-0.128191396
0.000114191,-0.183910535,-0.157589997
0.000114192,-0.249905956,-0.181778807
0.000114193,-0.309984357,-0.197765973
0.000114194,-0.361108813,-0.202831295
0.000114195,-0.400956113,-0.194758333
0.000114196,-0.427980832,-0.172099336
0.000114197,-0.441351018,-0.134340656
0.000114198,-0.440867917,-0.082046654
0.000114199,-0.426875119,-0.016939262
0.0001142,-0.400102499,0.058161457
0.000114201,-0.36155628,0.139428613
0.000114202,-0.312422906,0.222265447
0.000114203,-0.254028143,0.301576537
0.000114204,-0.187823417,0.372090918
0.000114205,-0.115407966,0.428798834
0.000114206,-0.038539087,0.467254986
0.000114207,0.040780994,0.483993457
0.000114208,0.12032988,0.47679091
0.000114209,0.197635355,0.444861055
0.00011421,0.270057515,0.388993873
0.000114211,0.334904917,0.311500602
0.000114212,0.389586489,0.216111421
0.000114213,0.43179551,0.107714387
0.000114214,0.459766008,-0.007969964
0.000114215,0.472422103,-0.124787173
0.000114216,0.469594803,-0.23658943
0.000114217,0.452076765,-0.337641865
0.000114218,0.421678744,-0.423032552
0.000114219,0.381119043,-0.488981368
0.00011422,0.333862454,-0.533056317
0.000114221,0.283840729,-0.554294394
0.000114222,0.235121728,-0.553197048
0.000114223,0.191540653,-0.531603006
0.000114224,0.156327162,-0.492483966
0.000114225,0.131802242,-0.439633034
0.000114226,0.119118917,-0.377344252
0.000114227,0.11815495,-0.310039778
0.000114228,0.127494521,-0.24194538
0.000114229,0.144604465,-0.176791272
0.00011423,0.16607374,-0.117554603
0.000114231,0.187997525,-0.066349135
0.000114232,0.206395433,-0.024329792
0.000114233,0.217678618,0.008261168
0.000114234,0.219058636,0.031969854
0.000114235,0.208861868,0.04804144
0.000114236,0.186793865,0.05815408
0.000114237,0.153975171,0.064201319
0.000114238,0.11285633,0.068119134
0.000114239,0.067005059,0.07165471
0.00011424,0.020711294,0.076227039
0.000114241,-0.021439786,0.082822046
0.000114242,-0.055074404,0.091935705
0.000114243,-0.076513719,0.10358365
0.000114244,-0.083183291,0.117342174
0.000114245,-0.073904572,0.132408239
0.000114246,-0.049060206,0.147744697
0.000114247,-0.010568904,0.162183989
0.000114248,0.038303097,0.174531615
0.000114249,0.093241922,0.183729905
0.00011425,0.149352579,0.188895339
0.000114251,0.201635561,0.189435539
0.000114252,0.245498246,0.185118967
0.000114253,0.277203179,0.176050778
0.000114254,0.294269461,0.162697353
0.000114255,0.295614175,0.145873382
0.000114256,0.281669624,0.126683161
0.000114257,0.254269546,0.106442489
0.000114258,0.216399291,0.086601226
0.000114259,0.171773931,0.06864707
0.00011426,0.124470576,0.053984879
0.000114261,0.078383689,0.043814891
0.000114262,0.036872385,0.039037978
0.000114263,0.00233311,0.040159144
0.000114264,-0.023944999,0.047172318
0.000114265,-0.041929189,0.059551781
0.000114266,-0.05269297,0.07620752
0.000114267,-0.058260294,0.095561522
0.000114268,-0.061220982,0.115568169
0.000114269,-0.06436116,0.133900907
0.00011427,-0.070244367,0.148080855
0.000114271,-0.080804208,0.155687904
0.000114272,-0.09707505,0.15459131
0.000114273,-0.118996259,0.143151713
0.000114274,-0.145384769,0.120414245
0.000114275,-0.174075047,0.086239149
0.000114276,-0.202153535,0.041406644
0.000114277,-0.22632711,-0.012375716
0.000114278,-0.243380628,-0.072558196
0.000114279,-0.250588534,-0.135893938
0.00011428,-0.246123222,-0.198648907
0.000114281,-0.229358801,-0.256939786
0.000114282,-0.201038336,-0.306986949
0.000114283,-0.163296976,-0.345454522
0.000114284,-0.119507023,-0.36973167
0.000114285,-0.073952422,-0.378175198
0.000114286,-0.031441384,-0.370256202
0.000114287,0.003214668,-0.346608414
0.000114288,0.025726391,-0.308975368
0.000114289,0.032773235,-0.260083323
0.00011429,0.022444633,-0.203359441
0.000114291,-0.005552761,-0.14267391
0.000114292,-0.04981186,-0.081966512
0.000114293,-0.107271726,-0.024931719
0.000114294,-0.173542191,0.025272424
0.000114295,-0.243253841,0.066311454
0.000114296,-0.310622049,0.096761937
0.000114297,-0.369951356,0.116214724
0.000114298,-0.416213032,0.1252022
0.000114299,-0.445494245,0.125037204
0.0001143,-0.455373886,0.117647254
0.000114301,-0.445106056,0.105244956
0.000114302,-0.415663348,0.090078395
0.000114303,-0.369570931,0.074182956
0.000114304,-0.310644675,0.059155498
0.000114305,-0.243556943,0.045986167
0.000114306,-0.173325075,0.035040885
0.000114307,-0.104886755,0.026082318
0.000114308,-0.042544106,0.018362
0.000114309,0.010320668,0.01081684
0.00011431,0.051600392,0.002284985
0.000114311,0.080460441,-0.008278986
0.000114312,0.097383387,-0.021619478
0.000114313,0.10394873,-0.037988973
0.000114314,0.102533164,-0.057112952
0.000114315,0.095968572,-0.078159969
